,Property_name,Location,Rating,Review,Type_of_stay,Stay_duration_and_group_size,price,Taxes_and_charges_inr
975,Treebo Sunshine Beach Resort,Calangute,7.2,Good,,"5 nights, 2 adults","₹12,750","1,530"
976,Mistral Holidays Near Trinity Beach & Benaulim Beach,"Benaulim Beach, Benaulim",8.7,Fabulous,,"5 nights, 2 adults","₹5,250",630
977,Zulu Land cottages - near Curlies beach shack and shiva valley - Anjuna beach,"Anjuna Beach, Anjuna",7.0,,,"5 nights, 2 adults","₹9,518","1,142"
978,"Jungle Hut-Annabelle's Beach Apartments at Bernard Simao,Calangute,Goa",Candolim,9.0,Superb,,"5 nights, 2 adults","₹15,600","1,872"
979,Summit Calangute Resort & Spa,Calangute,7.2,Good,,"5 nights, 2 adults","₹12,650","1,518"
980,"La Vera Boutique Hotel, Mandrem",Mandrem,8.0,Very good,,"5 nights, 2 adults","₹7,576",909
981,Lykke Suites- 2-min Drive to Colva Beach-By Goan Felicidade Hospitality PVT LTD,Colva,9.2,Superb,,"5 nights, 2 adults","₹13,344","1,601"
982,BluO Amani Vagator - Boutique Hotel Goa,Anjuna,9.9,Exceptional,,"5 nights, 2 adults","₹16,940","2,033"
983,Omkar wellness inn,Arambol,8.6,Fabulous,,"5 nights, 2 adults","₹9,270","1,112"
984,Meritas Auberge Calangute Goa,Calangute,9.0,Superb,,"5 nights, 2 adults","₹24,896","2,988"
985,SHANU'S SEASIDE INN - A Family-Run Guesthouse just 100 metres from Candolim Beach,"Candolim Beach, Candolim",8.6,Fabulous,,"5 nights, 2 adults","₹9,224","1,107"
986,"Azora by Ayatana, Goa",Morjim,8.7,Fabulous,,"5 nights, 2 adults","₹37,505","4,501"
987,Tridiva Morjim 150 Meters to Morjim Beach,"Morjim Beach, Morjim",8.9,Fabulous,,"5 nights, 2 adults","₹15,625","1,875"
988,Vilmaris Luxury Hotel in Calangute,Calangute,9.0,Superb,,"5 nights, 2 adults","₹22,717","2,726"
989,"The Four Season Shivam Beach Resort, Goa",Baga,6.8,Review score,,"5 nights, 2 adults","₹14,400","1,728"
990,"Mandrem Beach Resort, a member of Radisson Individuals Retreat",Mandrem,9.1,Superb,,"5 nights, 2 adults","₹41,480","7,466"
991,FabHotel Prime Emerald Highland - 500M From Candolim Beach,Marmagao,5.8,Review score,,"5 nights, 2 adults","₹11,541","1,385"
992,The Acacia Morjim,Morjim,8.1,Very good,,"5 nights, 2 adults","₹21,290","2,555"
993,Ziva Suites - A Botique Hotel,Siolim,,Exceptional,,"5 nights, 2 adults","₹19,492","2,339"
994,Lemonmint Svelton Manor,Calangute,9.7,Exceptional,,"5 nights, 2 adults","₹15,499","1,860"
995,Grand Continent Morjim,Morjim,8.0,Very good,,"5 nights, 2 adults","₹17,921","2,150"
996,"VILLA M - SOLITUDE 1 CANDOLIM GOA 3BHK, Pool Facing, Near Beach, Free Breakfast, Free WIFI and Prime Location",Candolim,8.8,Fabulous,,"5 nights, 2 adults","₹42,750","7,695"
997,Casa Legend Suites Candolim Goa,Candolim,8.6,Fabulous,,"5 nights, 2 adults","₹22,005","2,641"
998,Susegad Suites Arpora Apartments & Villas with Reserved Parking,Arpora,9.0,Superb,,"5 nights, 2 adults","₹20,250","2,430"
999,"TATA Rio De Goa - Resort style apt,6 KM from Airport",Chicalim,7.1,Good,,"5 nights, 2 adults","₹20,412","3,049"
1000,Treebo Olive Nest,"Western Suburbs, Mumbai",7.8,Good,,"5 nights, 2 adults","₹23,069","2,768"
1001,Radisson Blu Mumbai International Airport,"Western Suburbs, Mumbai",9.0,,,"5 nights, 2 adults","₹34,000","4,080"
1002,SRK Hotel- Grant Road,"South Mumbai, Mumbai",,,,"5 nights, 2 adults","₹7,425",891
1003,Hotel Parle International,"Western Suburbs, Mumbai",7.6,Good,,"5 nights, 2 adults","₹22,500","2,700"
1004,"Hotel Heritage - Near Trade Center, Visa Consulate BKC","Bandra Kurla Complex, Mumbai",5.7,Review score,,"5 nights, 2 adults","₹10,125","1,215"
1005,OSI Apartments Lilavati Bandra,"Bandra, Mumbai",8.1,Very good,,"5 nights, 2 adults","₹14,805","1,777"
1006,Hotel O Didar House,Mumbai,,,,"5 nights, 2 adults","₹9,379","1,295"
1007,FabHotel Grand Heritage - Nr BKC,"Bandra Kurla Complex, Mumbai",6.8,Review score,,"5 nights, 2 adults","₹8,006",961
1008,Hotel Galaxy In Metro,Mumbai,,,,"5 nights, 2 adults","₹14,553","1,746"
1009,Hilton Mumbai International Airport Hotel,"Western Suburbs, Mumbai",8.7,,,"5 nights, 2 adults","₹42,750","7,695"
1010,Treebo Lake Bloom Powai,"Powai, Mumbai",6.1,Review score,,"5 nights, 2 adults","₹9,332","1,120"
1011,Hotel Zara International,"Western Suburbs, Mumbai",7.5,Good,,"5 nights, 2 adults","₹12,540","1,505"
1012,Aura - Entire Studio in Vile Parle,"Western Suburbs, Mumbai",,,,"5 nights, 2 adults","₹15,750","1,890"
1013,The Falcon Inn,"South Mumbai, Mumbai",8.2,Very good,,"5 nights, 2 adults","₹17,500","2,100"
1014,ibis Mumbai Airport - An Accor Brand,"Western Suburbs, Mumbai",6.3,,,"5 nights, 2 adults","₹28,960","3,475"
1015,Hotel White Pearl - Colaba Mumbai,"Colaba, Mumbai",8.5,Very good,,"5 nights, 2 adults","₹16,250","1,950"
1016,Hotel Victoria City Mumbai,"South Mumbai, Mumbai",7.4,Good,,"5 nights, 2 adults","₹12,940","1,553"
1017,Manas Residency Classy Stay,"Central Suburbs, Mumbai",,,,"5 nights, 2 adults","₹15,000","1,800"
1018,FabHotel Prime Palm Grove - Nr BKC,"Central Suburbs, Mumbai",9.3,Superb,,"5 nights, 2 adults","₹11,048","1,326"
1019,Treebo Prince Andheri East,"Western Suburbs, Mumbai",5.0,Review score,,"5 nights, 2 adults","₹12,758","1,531"
1020,Hotel Embassy Suites,"Bandra Kurla Complex, Mumbai",7.3,Good,,"5 nights, 2 adults","₹10,000","1,200"
1021,Grand Hyatt Mumbai Hotel and Residences,"Santacruz, Mumbai",8.1,,,"5 nights, 2 adults","₹59,500","10,710"
1022,Hotel Suites Inn,"Western Suburbs, Mumbai",,,,"5 nights, 2 adults","₹6,477",777
1023,"ITC Grand Central, a Luxury Collection Hotel, Mumbai","South Mumbai, Mumbai",8.8,,,"5 nights, 2 adults","₹64,175","11,552"
1024,Indie Stays Mumbai International Airport,"Western Suburbs, Mumbai",7.6,Good,,"5 nights, 2 adults","₹20,250","2,430"
1025,Experia Boutique House,"Malviya Nagar, Jaipur",9.0,Superb,,"5 nights, 2 adults","₹3,888",467
1026,Collection O TULIP PALACE,"Station Road, Jaipur",4.2,Review score,,"5 nights, 2 adults","₹3,129",609
1027,Sheel Mahal- Near Hawa Mahal,Jaipur,8.9,Fabulous,,"5 nights, 2 adults","₹7,000",840
1028,Shree Nikunj - A Luxury Boutique Homestay in Jaipur,"Vaishali Nagar, Jaipur",9.0,Superb,,"5 nights, 2 adults","₹10,940","1,313"
1029,Collection O Vijay Palace,Jaipur,6.5,Review score,,"5 nights, 2 adults","₹3,077",603
1030,ibis Jaipur City Centre - An Accor Brand,"Civil Lines, Jaipur",7.3,,,"5 nights, 2 adults","₹13,840","1,661"
1031,Holiday Inn Express & Suites Jaipur Gopalpura,Jaipur,8.1,Very good,,"5 nights, 2 adults","₹16,465","1,976"
1032,"ITC Rajputana, a Luxury Collection Hotel, Jaipur",Jaipur,8.6,Fabulous,,"5 nights, 2 adults","₹36,600","6,588"
1033,Hotel Hardik Palace,Jaipur,,,,"5 nights, 2 adults","₹5,600",672
1034,Trimrooms Mount Blue,"Amer Fort Road, Jaipur",7.9,,,"5 nights, 2 adults","₹9,447","1,134"
1035,Dera Rawatsar - Heritage Hotel,Jaipur,9.1,Superb,,"5 nights, 2 adults","₹18,000","2,160"
1036,Trim Boutique Parkota Haveli,"Amer Fort Road, Jaipur",8.5,Very good,,"5 nights, 2 adults","₹13,497","1,620"
1037,AnandMai Heritage Homestay,Jaipur,9.5,Exceptional,,"5 nights, 2 adults","₹8,775","1,053"
1038,Hotel O Raghukul,"Tonk Road, Jaipur",2.5,Review score,,"5 nights, 2 adults","₹6,448",944
1039,Radisson Jaipur City Center,Jaipur,7.8,Good,,"5 nights, 2 adults","₹27,950","3,354"
1040,Madhuban - A Heritage Home,"Bani Park, Jaipur",8.8,Fabulous,,"5 nights, 2 adults","₹11,288","1,355"
1041,Dev Mahal - A Boutique Heritage Hotel,"Bani Park, Jaipur",8.8,Fabulous,,"5 nights, 2 adults","₹13,950","1,674"
1042,Townhouse C Scheme Ahinsa Circle,"C Scheme, Jaipur",4.3,Review score,,"5 nights, 2 adults","₹3,412",643
1043,"Mukam at Kanak Vilas, Jaipur","Adarsh Nagar, Jaipur",8.6,Fabulous,,"5 nights, 2 adults","₹15,412","1,849"
1044,Hotel Arya Niwas,"M.I. Road, Jaipur",8.8,,,"5 nights, 2 adults","₹13,275","1,593"
1045,Sarang Palace - A Luxury Boutique Hotel,Jaipur,8.1,Very good,,"5 nights, 2 adults","₹12,000","1,440"
1046,Fairfield by Marriott Jaipur,"Bani Park, Jaipur",8.2,Very good,,"5 nights, 2 adults","₹21,245","3,824"
1047,Holiday Inn Jaipur City Centre by IHG,Jaipur,8.2,,,"5 nights, 2 adults","₹25,021","3,593"
1048,Hotel Bissau Palace,Jaipur,8.5,Very good,,"5 nights, 2 adults","₹30,000","3,600"
1049,Hyatt Place Jaipur Malviya Nagar,"Malviya Nagar, Jaipur",8.1,,,"5 nights, 2 adults","₹22,100","2,652"
1050,COZY NEST Homestay & Rooftop Cafe,Agra,,,,"5 nights, 2 adults","₹3,596",432
1051,Hari Kripa,Agra,,,,"5 nights, 2 adults","₹6,000",720
1052,BR Residency,Agra,,,,"5 nights, 2 adults","₹6,000",720
1053,Holiday Inn Agra MG Road an IHG Hotel,"Sanjay Place, Agra",8.4,,,"5 nights, 2 adults","₹17,720","2,126"
1054,The Giri Nandani Stays Agra,Agra,,,,"5 nights, 2 adults","₹10,800","1,296"
1055,Hotel NoVo Agra - Near Taj Mahal,Agra,7.8,Good,,"5 nights, 2 adults","₹2,223",267
1056,Courtyard by Marriott Agra,"Taj Ganj, Agra",8.3,,,"5 nights, 2 adults","₹22,500","2,700"
1057,Your's 2nd Home,"Taj Ganj, Agra",,,,"5 nights, 2 adults","₹15,980","1,918"
1058,"ITC Mughal, A Luxury Collection Resort & Spa, Agra","Taj Ganj, Agra",8.3,,,"5 nights, 2 adults","₹36,000","6,480"
1059,Hotel Sahibs Light - With Swimming Pool,Agra,8.8,Fabulous,,"5 nights, 2 adults","₹8,496","1,019"
1060,Fairfield by Marriott Agra,Agra,8.1,Very good,,"5 nights, 2 adults","₹17,950","2,154"
1061,Stayever Homestay,"Taj Ganj, Agra",7.8,Good,,"5 nights, 2 adults","₹4,046",486
1062,Hotel Agra Grande By Goyal Hoteliers,"Taj Ganj, Agra",7.0,Good,,"5 nights, 2 adults","₹8,100",972
1063,Hotel Tara Palace by Goyal Hoteliers,Agra,6.7,Review score,,"5 nights, 2 adults","₹9,000","1,080"
1064,Shiv Kothi - Homestay,Agra,9.2,Superb,,"5 nights, 2 adults","₹13,000","1,560"
1065,Hotel Rashmi,Agra,6.2,Review score,,"5 nights, 2 adults","₹3,236",388
1066,"Taj Hotel & Convention Centre, Agra",Agra,8.5,,,"5 nights, 2 adults","₹33,200","3,984"
1067,Hotel Whitehouse AC Family ROOM,"Rakabganj, Agra",4.2,Review score,,"5 nights, 2 adults","₹2,171",260
1068,The Hideout Agra Homestay near Taj,"Taj Ganj, Agra",8.2,Very good,,"5 nights, 2 adults","₹9,496","1,140"
1069,Hotel Ganga Palace - Agra,"Taj Ganj, Agra",8.2,Very good,,"5 nights, 2 adults","₹5,994",719
1070,Hotel Taj Way by Jyoti Villa,Agra,8.9,Fabulous,,"5 nights, 2 adults","₹10,681","1,282"
1071,AGRA HOTEL VIREN SOFYTEL - Near Taj Mahal And Park# - Free Wi-fi And Parking Facilities - A Premium Hotel In Agra,"Taj Ganj, Agra",,,,"5 nights, 2 adults","₹2,475",297
1072,The Grand Imperial - Heritage Hotel,"Rakabganj, Agra",8.0,,,"5 nights, 2 adults","₹20,250","2,430"
1073,Collection O Taj Mahal East Gate Formerly Riviera,"Taj Ganj, Agra",,,,"5 nights, 2 adults","₹5,919",880
1074,Hotel Townhouse Family Room - Near Taj mahal,"Taj Ganj, Agra",,,,"5 nights, 2 adults","₹2,525",303
1075,Hotel KRON,"Central Delhi, New Delhi",9.7,Exceptional,,"5 nights, 2 adults","₹2,849",342
1076,Hotel Shyam Suites,New Delhi,,,,"5 nights, 2 adults","₹9,280","1,114"
1077,Just Renovated - Hotel Krishna Palace With Parking & Only 2 Mins Walk from Metro,"Paharganj, New Delhi",8.8,Fabulous,,"5 nights, 2 adults","₹7,664",920
1078,Hotel Grand City Lite,New Delhi,7.0,,,"5 nights, 2 adults","₹5,249",630
1079,"Golf Greens - 4 Bedroom Ground Floor Apartment with Private Garden, South Delhi","Saket, New Delhi",,,,"5 nights, 2 adults","₹80,000","14,400"
1080,hotel namaste,"Chanakyapuri, New Delhi",,,,"5 nights, 2 adults","₹4,995",599
1081,hotel first choice,New Delhi,,,,"5 nights, 2 adults","₹4,495",539
1082,Hotel O Green Palace,"East Delhi, New Delhi",,,,"5 nights, 2 adults","₹4,244",722
1083,hotel airport delhi,New Delhi,,,,"5 nights, 2 adults","₹4,995",599
1084,Hotel Sapphire Dx,"Paharganj, New Delhi",,,,"5 nights, 2 adults","₹4,995",599
1085,Hotel O WESTERN,"Karol bagh, New Delhi",,,,"5 nights, 2 adults","₹7,503","1,070"
1086,Hotel Stay House Inn Paharganj,New Delhi,,,,"5 nights, 2 adults","₹6,000",720
1087,Stylish 3BHK in New Delhi - Luxe 301,New Delhi,,,,"5 nights, 2 adults","₹43,996","7,919"
1088,Stay Inn Residency,"Kailash Colony, New Delhi",,,,"5 nights, 2 adults","₹11,200","1,344"
1089,Malika Villa,New Delhi,,,,"5 nights, 2 adults","₹48,000","8,640"
1090,Hotel O South Galaxy,"Greater Kailash 1, New Delhi",,,,"5 nights, 2 adults","₹7,595","1,081"
1091,"Hotel Delhi Pride, Karol Bagh","Karol bagh, New Delhi",8.2,Very good,,"5 nights, 2 adults","₹11,246","1,349"
1092,Hotel The Maple Door,"West Delhi, New Delhi",,,,"5 nights, 2 adults","₹4,500",540
1093,hotel jeena,New Delhi,,,,"5 nights, 2 adults","₹4,995",599
1094,Swastik residency Laxmi Nagar by Twamev,"East Delhi, New Delhi",,,,"5 nights, 2 adults","₹7,995",959
1095,"Cozy 3BHK with Private Garden in Saket, near Select CityWalk","Saket, New Delhi",,,,"5 nights, 2 adults","₹39,200","7,056"
1096,hotel vani,New Delhi,,,,"5 nights, 2 adults","₹5,695",683
1097,Hotel O Bhera Residency,"Pashim Vihar, New Delhi",,,,"5 nights, 2 adults","₹7,503","1,070"
1098,Hotel O Mayank Residency,"Mahipalpur, New Delhi",,,,"5 nights, 2 adults","₹7,019",842
1099,Treebo Wanderlust Residency With Mountain View,Munnar,7.4,Good,,"5 nights, 2 adults","₹14,459","1,735"
1100,Monsoon Grande,Munnar,8.4,Very good,,"5 nights, 2 adults","₹10,880","1,306"
1101,Veu Munnar Retreat,Munnar,6.6,Review score,,"5 nights, 2 adults","₹10,000","1,200"
1102,Ayursakthi Riverdale,Munnar,8.9,Fabulous,,"5 nights, 2 adults","₹8,800","1,056"
1103,"Treebo Windsong Resort Munnar, Tea Plantation View",Munnar,7.6,Good,,"5 nights, 2 adults","₹15,984","1,918"
1104,Issacs Residency,Munnar,8.2,Very good,,"5 nights, 2 adults","₹20,000","2,400"
1105,Tea Garden Riverside,Munnar,8.9,Fabulous,,"5 nights, 2 adults","₹12,500","1,500"
1106,Edens Munnar,Munnar,8.1,Very good,,"5 nights, 2 adults","₹16,500","1,980"
1107,Green Trees Munnar,Munnar,7.3,Good,,"5 nights, 2 adults","₹11,250","1,350"
1108,Tea Dale - All rooms with Tea Estate view,Munnar,8.7,Fabulous,,"5 nights, 2 adults","₹11,200","1,344"
1109,7 Malai Munnar,Munnar,,,,"5 nights, 2 adults","₹12,000","1,440"
1110,Red Star Holidays,Munnar,7.6,Good,,"5 nights, 2 adults","₹7,500",900
1111,K Mansion,Munnar,9.3,Superb,,"5 nights, 2 adults","₹17,500","2,100"
1112,Munnar home stay,Munnar,8.4,Very good,,"5 nights, 2 adults","₹4,000",480
1113,Ice Mist Pool Resort Munnar By VOYE HOMES,Munnar,7.5,Good,,"5 nights, 2 adults","₹13,613","1,634"
1114,Velvet Revive Munnar,Munnar,8.8,Fabulous,,"5 nights, 2 adults","₹9,000","1,080"
1115,Eastend Munnar,Munnar,7.8,Good,,"5 nights, 2 adults","₹18,775","2,253"
1116,The Panoramic Getaway,Munnar,9.0,,,"5 nights, 2 adults","₹46,350","8,343"
1117,Landy Queen,Munnar,9.1,Superb,,"5 nights, 2 adults","₹9,000","1,080"
1118,Velvet Clouds Munnar,Munnar,8.4,Very good,,"5 nights, 2 adults","₹14,000","1,680"
1119,Grand Plaza,Munnar,8.6,Fabulous,,"5 nights, 2 adults","₹18,139","2,177"
1120,"Birdwing Cottage, Munnar",Munnar,8.9,Fabulous,,"5 nights, 2 adults","₹8,750","1,050"
1121,MAXIMUNNAR T&U LEISURE HOTEL MUNNAR,Munnar,7.7,Good,,"5 nights, 2 adults","₹30,000","3,600"
1122,Zenha Resorts,Munnar,8.4,Very good,,"5 nights, 2 adults","₹15,000","1,800"
1123,Hotel C7 Munnar,Munnar,7.3,Good,,"5 nights, 2 adults","₹16,590","1,991"
1124,Monsoon Grande,Munnar,8.4,Very good,5×Grand DeluxeChoice of beds: double or singlesFree cancellation,"5 nights, 10 adults","₹54,400","6,528"
1125,Veu Munnar Retreat,Munnar,6.6,Review score,4×Deluxe Room4 extra-large double bedsFree cancellationNo prepayment needed– pay at the property,"5 nights, 10 adults","₹46,000","5,520"
1126,Kurinji Wanderlust Resort Munnar,Munnar,8.4,Very good,1×Deluxe Double Room with Balcony1 large double bed,"5 nights, 10 adults","₹45,217","5,426"
1127,7 Malai Munnar,Munnar,,,5×Double Room with Mountain View5 double bedsFree cancellationNo prepayment needed– pay at the property,"5 nights, 10 adults","₹60,000","7,200"
1128,The Hosteller Munnar,Munnar,8.2,Very good,10×Bed in 8 Bed Mixed Dormitory with Balcony and Valley View10 beds in dormitories10 bunk bedsFree cancellation,"5 nights, 10 adults","₹28,259","3,391"
1129,Green Trees Munnar,Munnar,7.3,Good,5×Deluxe Double Room5 double bedsFree cancellationNo prepayment needed– pay at the property,"5 nights, 10 adults","₹56,250","6,750"
1130,The wayside cottage Munnar,Munnar,9.1,Superb,"2×Three-Bedroom House2 entire holiday homes•6 bedrooms•6 living rooms•6 bathrooms•2 kitchens12 beds (6 singles, 6 doubles)Free cancellationNo prepayment needed– pay at the property","5 nights, 10 adults","₹27,000","3,240"
1131,Munnar home stay,Munnar,8.4,Very good,"1×Double Room with Mountain View2 beds (1 single, 1 double)Free cancellation","5 nights, 10 adults","₹22,000","2,640"
1132,Nandana's Residency Munnar,Munnar,9.3,Superb,,"5 nights, 10 adults","₹37,500","4,500"
1133,Red Star Holidays,Munnar,7.6,Good,5×Deluxe Double Room5 large double bedsFree cancellationNo prepayment needed– pay at the property,"5 nights, 10 adults","₹37,500","4,500"
1134,Mountain cheers munnar,"Devikolam, Munnar",9.2,Superb,,"5 nights, 10 adults","₹30,000","3,600"
1135,Pavithra cottage munnar,Munnar,5.0,Review score,,"5 nights, 10 adults","₹25,000","3,000"
1136,K Mansion,Munnar,9.3,Superb,1×Standard Double Room1 large double bedFree cancellation,"5 nights, 10 adults","₹57,460","6,895"
1137,BHRS Residency,Munnar,9.1,Superb,1×Double Room with Balcony (Lower Floor With Two Attached Bedrooms and Kitchen)2 large double bedsFree cancellation,"5 nights, 10 adults","₹51,000","6,120"
1138,Violet Woods,Munnar,7.6,Good,4×Deluxe Double Room4 double bedsFree cancellation,"5 nights, 10 adults","₹59,200","7,104"
1139,Munnar happy holidayss,"Devikolam, Munnar",9.7,Exceptional,,"5 nights, 10 adults","₹20,000","2,400"
1140,Traditional Villa,Munnar,,,,"5 nights, 10 adults","₹29,520","3,542"
1141,BEAUTY SPOT MUNNAR,Munnar,8.2,Very good,1×Double Room with Balcony1 extra-large double bedFree cancellationNo prepayment needed– pay at the property,"5 nights, 10 adults","₹56,630","6,796"
1142,Skylark Holidays Munnar,Munnar,6.6,Review score,5×Double Room5 large double beds,"5 nights, 10 adults","₹33,750","4,050"
1143,MSP Amma Cottage,Munnar,8.8,Fabulous,5×Budget Double Room5 large double beds,"5 nights, 10 adults","₹37,475","4,497"
1144,Gokulam Home Stay,Munnar,7.5,Good,"1×Family Room2 beds (1 extra-large double, 1 sofa bed)Free cancellationNo prepayment needed– pay at the property","5 nights, 10 adults","₹43,750","5,250"
1145,Landy Queen,Munnar,9.1,Superb,1×Queen Room with Balcony1 large double bedFree cancellation,"5 nights, 10 adults","₹47,250","5,670"
1146,The Haven By Bookmytrip,Munnar,,,2×King Suite with Balcony2 private suites•2 bedrooms•2 living rooms•2 bathrooms2 large double bedsFree cancellationNo prepayment needed– pay at the property,"5 nights, 10 adults","₹205,000","36,900"
1147,Nature Dale Munnar,Munnar,8.1,Very good,2×Deluxe Double Room with Balcony2 double beds,"5 nights, 10 adults","₹32,975","3,957"
1148,Triloka Dorm by The Offbeat Crew,Munnar,,,,"5 nights, 10 adults","₹21,625","2,595"
1149,BEAUTY SPOT MUNNAR,Munnar,8.2,Very good,1×Double Room with Balcony1 extra-large double bedFree cancellationNo prepayment needed– pay at the property,"5 nights, 8 adults, 2 children","₹56,630","6,796"
1150,Monsoon Grande,Munnar,8.4,Very good,5×Grand DeluxeChoice of beds: double or singlesFree cancellation,"5 nights, 8 adults, 2 children","₹54,400","6,528"
1151,BHRS Residency,Munnar,9.1,Superb,1×Double Room with Balcony (Lower Floor With Two Attached Bedrooms and Kitchen)2 large double bedsFree cancellation,"5 nights, 8 adults, 2 children","₹51,000","6,120"
1152,Kurinji Wanderlust Resort Munnar,Munnar,8.4,Very good,1×Deluxe Double Room with Balcony1 large double bed,"5 nights, 8 adults, 2 children","₹45,399","5,448"
1153,The wayside cottage Munnar,Munnar,9.1,Superb,"2×Three-Bedroom House2 entire holiday homes•6 bedrooms•6 living rooms•6 bathrooms•2 kitchens12 beds (6 singles, 6 doubles)Free cancellationNo prepayment needed– pay at the property","5 nights, 8 adults, 2 children","₹27,000","3,240"
